"GEONAME
ID","GEO
NAME","GEO
ASCII
name","GEO
ALTERNATE
names",LATITUDE,LONGITUDE,"FEATURE
CLASS","FEATURE CLASS
DESCRIPTION","FEATURE
CODE","FEATURE CODE
DESCRIPTION","COUNTRY
CODE",CC2,"ADMIN 1
code","ADMIN 2
code","ADMIN 3
code","ADMIN 4
code",POPULATION,ELEVATION,"Digital
Elevation Model",TIMEZONE,"MODIFICATION
DATE"
290194,RaвЂ™s KhuЕџayfah,Ra's Khusayfah,"Khusaifa,Ra's Khusayfah,Ra's Khusayfah Spit,Ras Khasaifa Spit,RaвЂ™s KhuЕџayfah,RaвЂ™s KhuЕџayfah Spit,ras khusayfat,Ш±ЩЋШЈЩ’Ші Ш®ЩЏШµЩЋЩЉЩ’ЩЃЩЋШ©",26.32917,50.57083,H,"stream, lake, ...",RFX,section of reef,BH,,15,,,,0,,-9999,Asia/Bahrain,1/18/12
290196,Khawr Fasht,Khawr Fasht,"Khawr Fasht,Khor Fasht,khawr fasht,Ш®ЩЋЩ€Щ’Ш± ЩЃЩЋШґЩ’ШЄ",26.33139,50.40889,H,"stream, lake, ...",RF,reef(s),BH,BH,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290197,вЂAyn al Khaбё‘rДЃвЂ™,`Ayn al Khadra',"Khadhra,`Ayn al Khadra',Ш№ЩЋЩЉЩ’Щ† Ш§ЩЋЩ„Щ’Ш®ЩЋШ¶Щ’Ш±ЩЋШ§ШЎ,вЂAyn al Khaбё‘rДЃвЂ™",26.18,50.51111,H,"stream, lake, ...",SPNG,spring(s),BH,,18,,,,0,,5,Asia/Bahrain,5/6/15
290199,Kawkab Kassar,Kawkab Kassar,"Kawkab Kassar,kawkab kasar,ЩѓЩЋЩ€Щ’ЩѓЩЋШЁ ЩѓЩЋШіЩЋЩ‘Ш±",26.16667,50.6,H,"stream, lake, ...",SPNG,spring(s),BH,,6,,,,0,,-9999,Asia/Bahrain,1/18/12
290200,Bandar KarzakkДЃn,Bandar Karzakkan,"Bandar Karzakkan,Bandar KarzakkДЃn,bandar karzakaan,ШЁЩЋЩ†Щ’ШЇЩЋШ± ЩѓЩЋШ±Щ’ШІЩЋЩѓЩЋЩ‘Ш§Щ†",26.1,50.46667,H,"stream, lake, ...",ANCH,anchorage,BH,,8,,,,0,,-9999,Asia/Bahrain,1/18/12
290202,вЂAyn KarrДЃnah,`Ayn Karranah,"`Ayn Karranah,Ш№ЩЋЩЉЩ’Щ† ЩѓЩЋШ±ЩЋЩ‘Ш§Щ†ЩЋШ©,вЂAyn KarrДЃnah",26.21667,50.51667,H,"stream, lake, ...",WLL,well,BH,,18,,,,0,,11,Asia/Bahrain,8/6/13
290206,Khawr al KДЃb,Khawr al Kab,"Khawr Maqta `Tubli,Khawr Maqta вЂTЕ«blД«,Khawr al Kab,Khawr al Kabb,Khawr al KДЃb,Khor Lupin,Khor al Hab,khawr aalkab,Ш®ЩЋЩ€Щ’Ш± Ш§ЩЋЩ„Щ’ЩѓЩЋШ§ШЁ",26.19472,50.57167,H,"stream, lake, ...",INLT,inlet,BH,BH,0,,,,0,,1,Asia/Bahrain,1/18/12
290223,Bandar al Jasrah,Bandar al Jasrah,"Bandar Jasra,Bandar al Jasrah,bandar aaljasrat,ШЁЩЋЩ†Щ’ШЇЩЋШ± Ш§ЩЋЩ„Щ’Ш¬ЩЋШіЩ’Ш±ЩЋШ©",26.15,50.43333,H,"stream, lake, ...",ANCH,anchorage,BH,BH,8,,,,0,,-9999,Asia/Bahrain,1/18/12
290224,Fasht al JДЃrim,Fasht al Jarim,"Fasht al Jarim,Fasht al JДЃrim,fasht aaljarim,ЩЃЩЋШґЩ’ШЄ Ш§ЩЋЩ„Щ’Ш¬ЩЋШ§Ш±ЩђЩ…",26.47889,50.51417,H,"stream, lake, ...",RF,reef(s),BH,,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290228,вЂAyn JamДЃlah,`Ayn Jamalah,"`Ayn Jamalah,Ш№ЩЋЩЉЩ’Щ† Ш¬ЩЋЩ…ЩЋШ§Щ„ЩЋШ©,вЂAyn JamДЃlah",26.2,50.55,H,"stream, lake, ...",WLL,well,BH,,2,,,,0,,3,Asia/Bahrain,1/18/12
290231,JДЃdam,Jadam,"Jadam,JДЃdam,jadam,Ш¬ЩЋШ§ШЇЩЋЩ…",26.38333,50.5,H,"stream, lake, ...",RFX,section of reef,BH,,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290236,Inner Anchorage,Inner Anchorage,"Inner Anchorage,Inner Harbour",26.25,50.56667,H,"stream, lake, ...",ANCH,anchorage,BH,BH,2,,,,0,,-9999,Asia/Bahrain,1/18/12
290238,вЂAyn al бёЁunaynД«,`Ayn al Hunayni,"Ain al Hanaini,`Ayn al Hunayni,Ш№ЩЋЩЉЩ’Щ† Ш§ЩЋЩ„Щ’Ш­ЩЏЩ†ЩЋЩЉЩ’Щ†ЩђЩЉ,вЂAyn al бёЁunaynД«",26.11889,50.55639,H,"stream, lake, ...",WLL,well,BH,,17,,,,0,,24,Asia/Bahrain,11/5/14
290244,вЂAyn Hartah,`Ayn Hartah,"Harta,`Ayn Hartah,Ш№ЩЋЩЉЩ’Щ† Щ‡ЩЋШ±Щ’ШЄЩЋШ©,вЂAyn Hartah",26.2,50.58333,H,"stream, lake, ...",SPNG,spring(s),BH,,16,,,,0,,-9999,Asia/Bahrain,1/18/12
290256,вЂAyn al бёЁakД«m,`Ayn al Hakim,"Ain al Halkim,Ain el Hakim,`Ayn al Hakim,Ш№ЩЋЩЉЩ’Щ† Ш§ЩЋЩ„Щ’Ш­ЩЋЩѓЩђЩЉЩ…,вЂAyn al бёЁakД«m",26.17833,50.57389,H,"stream, lake, ...",WLL,well,BH,,12,,,,0,,1,Asia/Bahrain,1/18/12
290257,Fasht al Hadbah,Fasht al Hadbah,"Fasht al Hadba,Fasht al Hadbah,fasht aalhadbat,ЩЃЩЋШґЩ’ШЄ Ш§ЩЋЩ„Щ’Щ‡ЩЋШЇЩ’ШЁЩЋШ©",26.28333,50.58333,H,"stream, lake, ...",RFX,section of reef,BH,BH,15,,,,0,,-9999,Asia/Bahrain,1/18/12
290259,Dawбё©at al FДЃrisД«yah,Dawhat al Farisiyah,"Dawhat al Farisiyah,Dawбё©at al FДЃrisД«yah,Farsiyah Bay,dawhat aalfarisiat,ШЇЩЋЩ€Щ’Ш­ЩЋШ© Ш§ЩЋЩ„Щ’ЩЃЩЋШ§Ш±ЩђШіЩђЩЉЩЋЩ‘Ш©",26.09417,50.62972,H,"stream, lake, ...",BAY,bay,BH,BH,6,,,,0,,1,Asia/Bahrain,1/18/12
290264,Fasht ad DД«bal,Fasht ad Dibal,"Fasht ad Dibal,Fasht ad Dubal,Fasht ad DД«bal,fasht aaldiybal,ЩЃЩЋШґЩ’ШЄ Ш§ЩЋЩ„ШЇЩђЩ‘ЩЉШЁЩЋЩ„",26.26639,50.95444,H,"stream, lake, ...",RF,reef(s),BH,BH,1,,,,0,,-9999,Asia/Bahrain,8/10/10
290268,RaвЂ™s DawДЃrin,Ra's Dawarin,"Ra's Dawarin,Ra's Zurawen,RaвЂ™s DawДЃrin,RaвЂ™s Zurawen,ras dawarin,Ш±ЩЋШЈЩ’Ші ШЇЩЋЩ€ЩЋШ§Ш±ЩђЩ†",26.25,50.56667,H,"stream, lake, ...",RFX,section of reef,BH,,2,,,,0,,-9999,Asia/Bahrain,1/18/12
290270,Bandar ad DДЃr,Bandar ad Dar,"Bandar ad Da,Bandar ad Dar,Bandar ad DДЃ,Bandar ad DДЃr,bandar aaldaar,ШЁЩЋЩ†Щ’ШЇЩЋШ± Ш§ЩЋЩ„ШЇЩЋЩ‘Ш§Ш±",26.13556,50.635,H,"stream, lake, ...",ANCH,anchorage,BH,BH,6,,,,0,,1,Asia/Bahrain,1/18/12
290279,Dawбё©at al BudayyiвЂ,Dawhat al Budayyi`,"Budaia Bay,Dawhat al Budayyi`,Dawбё©at al BudayyiвЂ,ШЇЩЋЩ€Щ’Ш­ЩЋШ© Ш§ЩЋЩ„Щ’ШЁЩЏШЇЩЋЩЉЩђЩ‘Ш№",26.21139,50.43722,H,"stream, lake, ...",BAY,bay,BH,,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290283,Fasht BarЕЈufД«,Fasht Bartufi,"Fasht Bartufi,Fasht BarЕЈufД«,fasht bartufi,ЩЃЩЋШґЩ’ШЄ ШЁЩЋШ±Щ’Ш·ЩЏЩЃЩђЩЉ",26.235,50.46,H,"stream, lake, ...",RF,reef(s),BH,,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290292,Gulf of Bahrain,Gulf of Bahrain,"Bahrainbukta,Bahrajnsky zaliv,BahrajnskГЅ zГЎliv,Bahreino ilanka,Bahreino ДЇlanka,Bahreinski zaljev,Golf van Bahrein,Golfe de Bahrein,Golfe de BahreГЇn,Golfo de Barein,Golfo de BarГ©in,Golfo del Bahrein,Golfo do Bahrain,Gulf of Bahrain,Gulf of Bahrayn,Gulf of Bahrein,Gulf of BaбёҐrayn,Gulf of Baбё©rayn,Khalij al Bahrayn,KhalД«j al BaбёҐrayn,KhalД«j al Baбё©rayn,Teluk Bahrain,Zatoka Bahrajnu,khalij aalbahrayn,khlyj albhryn,khlyj bhryn,mprz bhryyn,ЧћЧ¤ЧЁЧҐ Ч‘Ч—ЧЁЧ™Ч™Чџ,Ш®Щ„ЩЉШ¬ Ш§Щ„ШЁШ­Ш±ЩЉЩ†,Ш®Щ„ЫЊШ¬ ШЁШ­Ш±ЫЊЩ†,Ш®ЩЋЩ„ЩђЩЉШ¬ Ш§ЩЋЩ„Щ’ШЁЩЋШ­Щ’Ш±ЩЋЩЉЩ’Щ†",25.66667,50.58333,H,"stream, lake, ...",GULF,gulf,BH,,0,,,,0,,-9999,Asia/Bahrain,6/5/13
290293,Khawr al BДЃb,Khawr al Bab,"Khawr al Bab,Khawr al BДЃb,Khor al Bab,khawr aalbab,Ш®ЩЋЩ€Щ’Ш± Ш§ЩЋЩ„Щ’ШЁЩЋШ§ШЁ",26.39972,50.42444,H,"stream, lake, ...",CHNM,marine channel,BH,BH,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290300,As Suhaylah,As Suhaylah,"As Suhaylah,Sala,SalГЎ,aalsuhaylat,Ш§ЩЋЩ„ШіЩЏЩ‘Щ‡ЩЋЩЉЩ’Щ„ЩЋШ©",26.26583,50.43806,H,"stream, lake, ...",RF,reef(s),BH,BH,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290301,As SДЃyah,As Sayah,"As Sayah,As SДЃyah,Sajah,SДЃjah,aalsaayat,Ш§ЩЋЩ„ШіЩЋЩ‘Ш§ЩЉЩЋШ©",26.26667,50.58333,H,"stream, lake, ...",SPNG,spring(s),BH,BH,15,,,,0,,-9999,Asia/Bahrain,1/18/12
290305,Ash Shuraybah,Ash Shuraybah,"Ain Sharaiba,Ash Shuraybah,Sharaibah,aalshuraybat,Ш§ЩЋЩ„ШґЩЏЩ‘Ш±ЩЋЩЉЩ’ШЁЩЋШ©",26.25,50.46667,H,"stream, lake, ...",SPNG,spring(s),BH,BH,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290307,Ash Shabak,Ash Shabak,"Ash Shabak,aalshabak,Ш§ЩЋЩ„ШґЩЋЩ‘ШЁЩЋЩѓ",25.97694,50.56139,H,"stream, lake, ...",SBKH,sabkha(s),BH,,17,,,,0,,4,Asia/Bahrain,1/18/12
290337,Al MaqЕЈaвЂ,Al Maqta`,"Al Maqta`,Al MaqЕЈaвЂ,Ш§ЩЋЩ„Щ’Щ…ЩЋЩ‚Щ’Ш·ЩЋШ№",25.6675,50.74944,H,"stream, lake, ...",ANCH,anchorage,BH,,9,,,,0,,2,Asia/Bahrain,1/18/12
290338,MД«nДЃвЂ™ al ManДЃmah,Mina' al Manamah,"Al Manamah Harbour,Al ManДЃmah Harbour,Bahrain Harbour,Bahrayn Harbor,Bahrein Harbour,Manama Harbour,ManДЃma Harbour,Mina' al Manamah,MД«nДЃвЂ™ al ManДЃmah,Щ…ЩђЩЉЩ†ЩЋШ§ШЎ Ш§ЩЋЩ„Щ’Щ…ЩЋЩ†ЩЋШ§Щ…ЩЋШ©",26.23722,50.56778,H,"stream, lake, ...",HBR,harbor(s),BH,,2,,,,0,,-9999,Asia/Bahrain,1/18/12
290361,Al бёЁafД«rah,Al Hafirah,"Al Hafirah,Al бёЁafД«rah,Hafina,Hafira,Hafirah,aalhafirat,Ш§ЩЋЩ„Щ’Ш­ЩЋЩЃЩђЩЉШ±ЩЋШ©,бёЁafД«rah",25.9975,50.5875,H,"stream, lake, ...",WLL,well,BH,,17,,,,0,,9,Asia/Bahrain,1/18/12
290365,Al Ghaynah,Al Ghaynah,"Al Ghaina,Al Ghaynah,aalghaynat,Ш§ЩЋЩ„Щ’ШєЩЋЩЉЩ’Щ†ЩЋШ©",25.96667,50.58333,H,"stream, lake, ...",SBKH,sabkha(s),BH,,17,,,,0,,8,Asia/Bahrain,1/18/12
290367,Al Buhayr,Al Buhayr,"Al Buhayr,aalbuhayr,Ш§ЩЋЩ„Щ’ШЁЩЏЩ‡ЩЋЩЉЩ’Ш±",26.15,50.56667,H,"stream, lake, ...",SBKH,sabkha(s),BH,,17,,,,0,,9,Asia/Bahrain,5/6/15
290379,Kawkab al вЂAkr,Kawkab al `Akr,"Kawkab `Aqr,Kawkab al `Akr,Kawkab al вЂAkr,Kawkab вЂAqr,ЩѓЩЋЩ€Щ’ЩѓЩЋШЁ Ш§ЩЋЩ„Щ’Ш№ЩЋЩѓЩ’Ш±",26.14472,50.60667,H,"stream, lake, ...",SPNG,spring(s),BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290382,вЂAyn вЂAdhДЃrД«,`Ayn `Adhari,"Adari Pool,Adori Spring,The Turquoise Pool,Virgins' Pool,VirginsвЂ™ Pool,`Adari,`Ayn `Adhari,Ш№ЩЋЩЉЩ’Щ† Ш№ЩЋШ°ЩЋШ§Ш±ЩђЩЉ,вЂAdДЃrД«,вЂAyn вЂAdhДЃrД«",26.2,50.55,H,"stream, lake, ...",SPNG,spring(s),BH,,5,,,,0,,3,Asia/Bahrain,1/18/12
290387,бёЁayr al вЂAdДЃlah,Hayr al `Adalah,"Adala Bank,Hair al Adhalah,Hayr al Adhalah,Hayr al `Adalah,Hayr al `Azalah,`Adalah,Ш­ЩЋЩЉЩ’Ш± Ш§ЩЋЩ„Щ’Ш№ЩЋШЇЩЋШ§Щ„ЩЋШ©,бёЁayr al вЂAdДЃlah,бёЁayr al вЂAzДЃlah,вЂAdДЃlah",26.56556,50.50722,H,"stream, lake, ...",SHOL,shoal(s),BH,,10,,,,0,,-9999,Asia/Bahrain,1/18/12
290388,вЂAyn AbЕ« ZaydДЃn,`Ayn Abu Zaydan,"Abu Zaidan,Abu ZaidДЃn,`Ayn Abu Zaydan,Ш№ЩЋЩЉЩ’Щ† ШЈЩЋШЁЩЏЩ€ ШІЩЋЩЉЩ’ШЇЩЋШ§Щ†,вЂAyn AbЕ« ZaydДЃn",26.2,50.55,H,"stream, lake, ...",SPNG,spring(s),BH,,2,,,,0,,3,Asia/Bahrain,1/18/12
290391,AbЕ« ЕћaydДЃn,Abu Saydan,"Abu Saydan,Abu Shaiban,AbЕ« ЕћaydДЃn,aabu saydan,ШЈЩЋШЁЩЏЩ€ ШµЩЋЩЉЩ’ШЇЩЋШ§Щ†",26.2,50.53333,H,"stream, lake, ...",WLL,well,BH,,18,,,,0,,3,Asia/Bahrain,8/6/13
290393,AbЕ« MДЃhir,Abu Mahir,"Abu Mahir,Abu Mahur,Abu MДЃhur,AbЕ« MДЃhir,aabu mahir,ШЈЩЋШЁЩЏЩ€ Щ…ЩЋШ§Щ‡ЩђШ±",26.23861,50.61833,H,"stream, lake, ...",SPNG,spring(s),BH,,15,,,,0,,-9999,Asia/Bahrain,1/18/12
290398,вЂAyn вЂAbd AllДЃh,`Ayn `Abd Allah,"`Ayn `Abd Allah,Ш№ЩЋЩЉЩ’Щ† Ш№ЩЋШЁЩ’ШЇ Ш§ЩЋЩ„Щ„ЩЋЩ‘Щ°Щ‡,вЂAyn вЂAbd AllДЃh",26.15528,50.58583,H,"stream, lake, ...",WLL,well,BH,,16,,,,0,,2,Asia/Bahrain,5/6/15
392751,бёЁayr ar RuqвЂah,Hayr ar Ruq`ah,"Hayr ar Ruq`ah,Ш­ЩЋЩЉЩ’Ш± Ш§ЩЋЩ„Ш±ЩЏЩ‘Щ‚Щ’Ш№ЩЋШ©,бёЁayr ar RuqвЂah",26.31778,50.35,H,"stream, lake, ...",SHOL,shoal(s),BH,,0,,,,0,,-9999,Asia/Bahrain,1/19/12
392831,QitвЂat JarДЃdah,Qit`at Jaradah,"Qit`at Jaradah,QitвЂat JarДЃdah,qtКїt jradt,Щ‚Ш·Ш№Ш© Ш¬Ш±Ш§ШЇШ©",26.18509,50.89868,H,"stream, lake, ...",RF,reef(s),BH,,0,,,,0,,-9999,Asia/Qatar,8/3/16
290076,Umm Jidr aЕџ ЕћummДЃn,Umm Jidr as Summan,"Umm Jidr as Summan,Umm Jidr aЕџ ЕћummДЃn,aum jidr aalsumaan,ШЈЩЏЩ…Щ‘ Ш¬ЩђШЇЩ’Ш± Ш§ЩЋЩ„ШµЩЏЩ‘Щ…ЩЋЩ‘Ш§Щ†",25.89278,50.565,L,"parks,area, ...",AREA,area,BH,,17,,,,0,,28,Asia/Bahrain,1/18/12
290089,Umm вЂAbd AllДЃh,Umm `Abd Allah,"Umm `Abd Allah,Umm вЂAbd AllДЃh,ШЈЩЏЩ…Щ‘ Ш№ЩЋШЁЩ’ШЇ Ш§ЩЋЩ„Щ„ЩЋЩ‘Щ°Щ‡",26.15,50.58333,L,"parks,area, ...",LCTY,locality,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290097,SЕ«q al KhamД«s,Suq al Khamis,"Suk al-Kh-mis,Suq al Khamis,SЕ«k al-Kh-mД«s,SЕ«q al KhamД«s,suq aalkhamis,ШіЩЏЩ€Щ‚ Ш§ЩЋЩ„Щ’Ш®ЩЋЩ…ЩђЩЉШі",26.2,50.55,L,"parks,area, ...",LCTY,locality,BH,BH,2,,,,0,,3,Asia/Bahrain,1/18/12
290126,MД«nДЃвЂ™ SalmДЃn,Mina' Salman,"Mina Sulman,Mina' Salman,MД«nДЃвЂ™ SalmДЃn,Щ…ЩђЩЉЩ†ЩЋШ§ШЎ ШіЩЋЩ„Щ’Щ…ЩЋШ§Щ†",26.21667,50.6,L,"parks,area, ...",PRT,port,BH,,16,,,,0,,0,Asia/Bahrain,1/18/12
290132,Sakhara,Sakhara,"Sakhara,Sakharah,Sakhari,sakhari,ЕћakharДЃh,ЕћakhДЃrД«,ШµЩЋШ®ЩЋШ§Ш±ЩђЩЉ",26.08667,50.5025,L,"parks,area, ...",LCTY,locality,BH,,18,,,,0,,12,Asia/Bahrain,8/6/13
290146,Radm al QawДЃrД«,Radm al Qawari,"Radham al-Qawari,Radm al Kawari,Radm al KawarД«,Radm al Qawari,Radm al QawДЃrД«,radm aalqawari,Ш±ЩЋШЇЩ’Щ… Ш§ЩЋЩ„Щ’Щ‚ЩЋЩ€ЩЋШ§Ш±ЩђЩЉ",26.18333,50.53333,L,"parks,area, ...",LCTY,locality,BH,,19,,,,0,,10,Asia/Bahrain,8/6/13
290180,MД«nДЃвЂ™ al ManДЃmah,Mina' al Manamah,"Mina' al Manamah,MД«nДЃвЂ™ al ManДЃmah,Щ…ЩђЩЉЩ†ЩЋШ§ШЎ Ш§ЩЋЩ„Щ’Щ…ЩЋЩ†ЩЋШ§Щ…ЩЋШ©",26.23611,50.5725,L,"parks,area, ...",PRT,port,BH,,16,,,,0,,3,Asia/Bahrain,1/18/12
290214,JubaylДЃt,Jubaylat,"Jubailat,JubailДЃt,Jubaylat,JubaylДЃt,jubaylaat,Ш¬ЩЏШЁЩЋЩЉЩ’Щ„Ш§ЩЋШЄ",26.23333,50.51667,L,"parks,area, ...",LCTY,locality,BH,,18,,,,0,,8,Asia/Bahrain,8/6/13
290242,бёЁawrat вЂInqДЃ,Hawrat `Inqa,"Hawrat `Inqa,Horat Unqa,Ш­ЩЋЩ€Щ’Ш±ЩЋШ© Ш№ЩђЩ†Щ’Щ‚ЩЋШ§,бёЁawrat вЂInqДЃ",26.02944,50.5025,L,"parks,area, ...",AREA,area,BH,,8,,,,0,,4,Asia/Bahrain,1/18/12
290285,BarbЕ«rah,Barburah,"Barbura,Barburah,BarbЕ«rah,barburat,ШЁЩЋШ±Щ’ШЁЩЏЩ€Ш±ЩЋШ©",26.13333,50.58333,L,"parks,area, ...",LCTY,locality,BH,,17,,,,0,,10,Asia/Bahrain,5/6/15
290335,Al Markh,Al Markh,"Al Markh,aalmarkh,Ш§ЩЋЩ„Щ’Щ…ЩЋШ±Щ’Ш®",26.01111,50.49944,L,"parks,area, ...",AREA,area,BH,,17,,,,0,,4,Asia/Bahrain,1/18/12
290370,Al BajawД«yah,Al Bajawiyah,"Al Bajawiyah,Al BajawД«yah,Baijawiyah,BaijawД«yah,aalbajawiat,Ш§ЩЋЩ„Щ’ШЁЩЋШ¬ЩЋЩ€ЩђЩЉЩЋЩ‘Ш©",26.21667,50.55,L,"parks,area, ...",LCTY,locality,BH,BH,2,,,,0,,8,Asia/Bahrain,1/18/12
290371,Al Baбё©rayn,Al Bahrayn,"Al Bahrayn,Al Baбё©rayn,Awali,Bahrain,Bahrein,aalbahrayn,Ш§ЩЋЩ„Щ’ШЁЩЋШ­Щ’Ш±ЩЋЩЉЩ’Щ†",26,50.55,L,"parks,area, ...",OILF,oilfield,BH,,17,,,,0,,30,Asia/Bahrain,1/18/12
290397,AbЕ« al вЂAwsaj,Abu al `Awsaj,"Abu al `Awsaj,AbЕ« al вЂAwsaj,ШЈЩЋШЁЩЏЩ€ Ш§ЩЋЩ„Щ’Ш№ЩЋЩ€Щ’ШіЩЋШ¬",25.95917,50.56472,L,"parks,area, ...",AREA,area,BH,,17,,,,0,,13,Asia/Bahrain,1/18/12
385043,Al вЂArД«n,Al `Arin,"Al `Arin,Al вЂArД«n,Ш§ЩЋЩ„Щ’Ш№ЩЋШ±ЩђЩЉЩ†",26.0025,50.50444,L,"parks,area, ...",RESW,wildlife reserve,BH,,17,,,,0,,7,Asia/Bahrain,1/19/12
11524244,Khalifa Bin Salman Port,Khalifa Bin Salman Port,,26.19507,50.71032,L,"parks,area, ...",PRT,port,BH,,,,,,0,,-9999,Asia/Bahrain,4/29/17
290073,WДЃdiyДЃn,Wadiyan,"Wadiyah,Wadiyan,WДЃdiyДЃn,wadian,Щ€ЩЋШ§ШЇЩђЩЉЩЋШ§Щ†",26.15917,50.61111,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,7,Asia/Bahrain,5/6/15
290078,Umm Jidr,Umm Jidr,"Umm Jidr,aum jidr,ШЈЩЏЩ…Щ‘ Ш¬ЩђШЇЩ’Ш±",26.01111,50.52611,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,21,Asia/Bahrain,1/18/12
290082,Umm ash ShaвЂЕ«m,Umm ash Sha`um,"Umm ash Sha`um,Umm ash Shalum,Umm ash ShalЕ«m,Umm ash ShaвЂЕ«m,Umm ash Sholum,ШЈЩЏЩ…Щ‘ Ш§ЩЋЩ„ШґЩЋЩ‘Ш№ЩЏЩ€Щ…",26.21667,50.58333,P,"city, village,...",PPLX,section of populated place,BH,,2,,,,0,,8,Asia/Bahrain,1/18/12
290084,Umm ash Shajar,Umm ash Shajar,"Um el Shajar,Umm ash Shahin,Umm ash Shajar,Umm ash Shanin,aum aalshajar,ШЈЩЏЩ…Щ‘ Ш§ЩЋЩ„ШґЩЋЩ‘Ш¬ЩЋШ±",26.22833,50.65583,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,-9999,Asia/Bahrain,1/18/12
290087,Umm al бёЁaЕџЕџam,Umm al Hassam,"Umm al Hassam,Umm al бёЁaЕџЕџam,Umm al-Hassam,aum aalhasam,ШЈЩЏЩ…Щ‘ Ш§ЩЋЩ„Щ’Ш­ЩЋШµЩЋЩ‘Щ…",26.2025,50.59194,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,6,Asia/Bahrain,1/18/12
290091,TЕ«blД«,Tubli,"Tubli,TЕ«blД«,tubli,ШЄЩЏЩ€ШЁЩ’Щ„ЩђЩЉ",26.18694,50.54944,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,6,Asia/Bahrain,5/6/15
290093,ЕўashshДЃn,Tashshan,"Tashshan,tashaan,ЕўashshДЃn,Ш·ЩЋШґЩЋЩ‘Ш§Щ†",26.21139,50.54611,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,9,Asia/Bahrain,5/6/15
290101,SufДЃlah,Sufalah,"Sufala,Sufalah,SufДЃlah,sufalat,ШіЩЏЩЃЩЋШ§Щ„ЩЋШ©",26.16278,50.62556,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290104,Sitrah,Sitrah,"Sitra,Sitrah,sitrat,strh,strt,sytrh,РЎРёС‚СЂР°,ЧЎЧ™ЧЧЁЧ”,ШіШЄШ±Ш©,ШіШЄШ±Щ‡,ШіШЄШ±ЫЃ,ШіЩђШЄЩ’Ш±ЩЋШ©",26.15472,50.62056,P,"city, village,...",PPL,populated place,BH,,16,,,,37657,,5,Asia/Bahrain,5/6/15
290113,ShahrakkДЃn,Shahrakkan,"Shaharakkan,Shahrakkan,ShahrakkДЃn,shahrakaan,ШґЩЋЩ‡Щ’Ш±ЩЋЩѓЩЋЩ‘Ш§Щ†",26.07528,50.50139,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,9,Asia/Bahrain,8/6/13
290118,SДЃr,Sar,"Sar,SДЃr,sar,ШіЩЋШ§Ш±",26.19417,50.48194,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,14,Asia/Bahrain,8/6/13
290120,Sanad,Sanad,"Sanad,sanad,ШіЩЋЩ†ЩЋШЇ",26.15028,50.58194,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,5,Asia/Bahrain,5/6/15
290121,SanДЃbis,Sanabis,"As Sanabis,As SanДЃbД«s,Sanabis,SanДЃbis,sanabis,ШіЩЋЩ†ЩЋШ§ШЁЩђШі",26.22722,50.55083,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,6,Asia/Bahrain,1/18/12
290123,SamДЃhД«j,Samahij,"Samahidj,Samahij,SamДЃhД«dj,SamДЃhД«j,Simahij,samahij,ШіЩЋЩ…ЩЋШ§Щ‡ЩђЩЉШ¬",26.28,50.635,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,7,Asia/Bahrain,1/18/12
290127,SalmДЃbДЃd,Salmabad,"Salambad,Salmabad,SalmДЃbДЃd,salmabad,ШіЩЋЩ„Щ’Щ…ЩЋШ§ШЁЩЋШ§ШЇ",26.18306,50.52472,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,5,Asia/Bahrain,5/6/15
290133,ЕћДЃfirah,Safirah,"Safiah,Safirah,Safrah,safirat,ЕћДЃfirah,ШµЩЋШ§ЩЃЩђШ±ЩЋШ©",26.105,50.53861,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,29,Asia/Bahrain,1/18/12
290136,Ећadad,Sadad,"Sadad,sadad,Ећadad,ШµЩЋШЇЩЋШЇ",26.08278,50.48972,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,5,Asia/Bahrain,8/6/13
