,Year,Month,Start_Datetime,Restore_Datetime,Duration,Utility,NERC_Region,Area,Type,Loss_megawatts,Num_Customers_Affected
0,2013,1.0,2013-01-17 18:07:00,2013-01-20 19:30:00,4403.0,American Electric Power (AEP),RFC,"Southwest VA, Southern WV",Severe Weather - Winter Storm,,127000
1,2013,1.0,2013-01-17 19:02:00,2013-01-19 18:00:00,2818.0,Tennessee Valley Authority,SERC,Northeast TN,Severe Weather - Winter Storm,,80000
2,2013,1.0,2013-01-17 20:35:00,2013-01-17 21:20:00,45.0,North Carolina Eastern M P A,SERC,"Elizabeth City, NC",Distribution Interruption,40,12000
3,2013,1.0,2013-01-20 03:30:00,2013-01-23 06:15:00,4485.0,Detroit Edison Co,RFC,Southeastern MI,Severe Weather - Wind Storm,,146500
4,2013,1.0,2013-01-31 03:05:00,2013-01-31 04:48:00,103.0,Dominion Virginia Power,SERC,Central and Eastern VA,Severe Weather - Wind Storm,188,119000
5,2013,1.0,2013-01-31 06:30:00,2013-01-31 10:00:00,210.0,ISO New England,NPCC,CT,Severe Weather - Wind Storm,75,75000
6,2013,2.0,2013-02-08 11:38:00,2013-02-08 14:17:00,159.0,Potomac Electric Power Company,RFC,DC; Prince George's County MD,Equipment Trip & Failure,140,52000
7,2013,2.0,2013-02-08 20:00:00,2013-02-11 20:30:00,4350.0,ISO New England/National Grid,NPCC,Central and eastern MA; RI,Severe Weather - Winter Storm Nemo,,50000
8,2013,2.0,2013-02-08 20:55:00,2013-02-12 04:00:00,4745.0,ISO New England/NSTAR,NPCC,Boston area and Southeast MA,Severe Weather - Winter Storm Nemo,,50000
9,2013,2.0,2013-02-10 19:46:00,2013-02-10 20:15:00,29.0,Puerto Rico Electric Power Authority,,Puerto Rico,Generator Trip; Voltage Reduction,350,
10,2013,2.0,2013-02-13 17:39:00,2013-02-15 17:50:00,2891.0,Footprint Power Salem Harbor Operations LLC,NPCC,Eastern MA,Fuel Supply Emergency - Petroleum,1,1
11,2013,2.0,2013-02-19 16:01:00,2013-02-20 12:55:00,1254.0,Pacific Gas & Electric Co.,WECC,"Stockton, CA",Electrical System Separation (Islanding),13850,6810
12,2013,2.0,2013-02-26 13:00:00,2013-03-01 10:00:00,4140.0,"Associated Electric Coop, Inc",SERC,Northern MO,Severe Weather - Winter Storm Nemo,,56444
13,2013,3.0,2013-03-03 06:39:00,2013-03-03 10:29:00,230.0,Pacific Gas & Electric Co,WECC,"Merced County, CA",Transmission System Interruption,300,58850
14,2013,3.0,2013-03-04 09:49:00,2013-03-04 22:00:00,731.0,Puerto Rico Electric Power Authority,,Metropolitan area Puerto Rico,Equipment Failure; Transmission System Interruption,,
15,2013,3.0,2013-03-06 08:22:00,2013-03-07 10:27:00,1565.0,Dominion Virginia Power,SERC,Northwest VA,Severe Weather - Winter Storm,400,233000
16,2013,3.0,2013-03-18 05:21:00,2013-03-18 05:41:00,20.0,Puerto Rico Electric Power Authority,,Systemwide Puerto Rico,Generator Trip; Load Shed,350,262937
17,2013,3.0,2013-03-18 19:30:00,2013-03-20 14:30:00,2580.0,Southern Company,SERC,North/Central AL; GA,Severe Weather - Thunderstorms,800,240000
18,2013,4.0,2013-04-18 15:00:00,2013-04-21 03:30:00,3630.0,Detroit Edison Co,RFC,"Southeast MI, MI",Severe Weather - Storms and Wind,,99000
19,2013,4.0,2013-04-23 00:49:00,2013-04-23 04:04:00,195.0,Pacific Gas & Electric Co,WECC,South of Humboldt CA,Electrical System Separation (Islanding),80,1
20,2013,5.0,2013-05-01 09:22:00,2013-05-01 09:24:00,2.0,Xcel Energy/Public Service Company of Colorado,WECC,Northeast CO,Electrical System Separation (Islanding),123,35230
21,2013,5.0,2013-05-02 06:52:00,2013-05-02 10:07:00,195.0,WECC,WECC,Unknown,Electrical System Separation (Islanding),,
22,2013,5.0,2013-05-09 13:21:00,2013-05-09 16:21:00,180.0,WECC,WECC,"Alberta, Canada; WA State",Electrical System Separation (Islanding),,
23,2013,5.0,2013-05-13 12:52:00,2013-12-01 00:00:00,290108.0,California Department of Water Resources,WECC,Central CA,Fuel Supply Emergency - Hydro,176,
24,2013,5.0,2013-05-14 00:01:00,2013-05-14 13:59:00,838.0,PacifiCorp,WECC,"Portland, OR",Vandalism/Theft,,
25,2013,5.0,2013-05-20 15:00:00,2013-05-22 17:00:00,3000.0,Oklahoma Gas & Electric Co,SPP,"Moore, OK",Severe Weather - Tornados,,41306
26,2013,5.0,2013-05-20 17:22:00,2013-05-20 21:09:00,227.0,Entergy Transmission - SOC,SERC,Gonzales Area LA,Generator Trip; Load Shed 100+ MW,103,21800
27,2013,5.0,2013-05-22 10:51:00,2013-05-22 10:57:00,6.0,Puerto Rico Electric Power Authority,,System wide Puerto Rico,System Wide Voltage Reduction,280,197287
28,2013,5.0,2013-05-29 20:58:00,2013-05-31 14:53:00,2515.0,Niagara Mohawk Power Corp.,NPCC,Central and Eastern NY,Severe Weather - Thunderstorms,,61795
29,2013,5.0,2013-05-31 01:00:00,2013-05-31 01:30:00,30.0,"Southwest Power Pool, Inc.",SPP,"Maumelle, AR",Severe Weather - Lightning,,
30,2013,5.0,2013-05-31 18:00:00,2013-06-04 10:30:00,5310.0,Oklahoma Gas & Electric Co,SPP,"El Reno, S. OK City, OK",Severe Weather - Tornados,,127000
31,2013,5.0,2013-05-31 19:07:00,2013-06-01 14:15:00,1148.0,Coffeyville Municipal Light and Power,MRO,"Southeast KS, Northeast OK",Transmission System Interruption,102,6300
32,2013,5.0,2013-05-31 19:30:00,2013-06-01 20:00:00,1470.0,Ameren Missouri,SERC,St. Louis Metro Area MO,Severe Weather - Thunderstorms,,100000
33,2013,6.0,2013-06-03 12:50:00,2013-06-03 13:36:00,46.0,WECC RC Vancouver,WECC,"Alberta, Canada",Electrical System Separation (Islanding),,
34,2013,6.0,2013-06-13 13:17:00,2013-06-14 17:35:00,1698.0,Duke Energy Carolinas,SERC,Western Piedmont NC,Severe Weather - Thunderstorms,1000,175000
35,2013,6.0,2013-06-13 15:20:00,2013-06-14 21:10:00,1790.0,American Electric Power,RFC; SERC,OH; VA; WV,Severe Weather - Thunderstorms,,90247
36,2013,6.0,2013-06-13 15:30:00,2013-06-13 16:00:00,30.0,Potomac Electric Power Company,RFC,DC; MD,Loss of 300+ MW Load; Severe Weather - Thunderstorms,700,40000
37,2013,6.0,2013-06-13 16:08:00,2013-06-14 17:16:00,1508.0,Dominion Virginia Power,SERC,"Richmond Metro area, VA",Severe Weather - Thunderstorms,900,283000
38,2013,6.0,2013-06-13 17:45:00,2013-06-14 18:30:00,1485.0,Duke Energy Progress,SERC,Central and Eastern NC,Severe Weather - Thunderstorms,,53000
39,2013,6.0,2013-06-13 20:47:00,2013-06-14 22:47:00,1560.0,Southern Company,SERC,Southern Company Territory,Severe Weather - Thunderstorms,550,165798
40,2013,6.0,2013-06-17 16:17:00,2013-06-17 18:49:00,152.0,Tampa Electric Co,FRCC,Hillsborough County FL,Load Shed of 100+ MW Under Emergency Operational Policy,180,37
41,2013,6.0,2013-06-18 15:51:00,2013-06-18 16:23:00,32.0,Western Area Power Administration,WECC,WY,Electrical System Separation (Islanding),6,
42,2013,6.0,2013-06-19 19:57:00,2013-06-19 20:09:00,12.0,Western Electricity Coordinating Council,WECC,"Alberta, Canada",Electrical System Separation (Islanding),,
43,2013,6.0,2013-06-21 03:00:00,2013-06-26 12:00:00,7740.0,Xcel Energy,MRO,MN,Severe Weather - Hailstorm,,193000
44,2013,6.0,2013-06-21 17:39:00,2013-06-24 06:00:00,3621.0,Xcel Energy,MRO,Minneapolis/St. Paul area MN,Severe Weather - Hailstorm,,400000
45,2013,6.0,2013-06-23 21:20:00,2013-06-24 01:35:00,255.0,Pacific Gas & Electric Co,WECC,Central Coast CA,Severe Weather - Fog,,148000
46,2013,6.0,2013-06-24 19:30:00,2013-06-25 17:46:00,1336.0,Exelon Corporation/ComEd,RFC,IL,Severe Weather - Thunderstorms,,283451
47,2013,6.0,2013-06-24 19:30:00,2013-06-26 17:00:00,2730.0,Northern Indiana Public Service Company,RFC,IN,Severe Weather - Thunderstorms,,86615
48,2013,6.0,2013-06-27 17:00:00,2013-06-28 00:00:00,420.0,Detroit Edison Co,RFC,South Eastern MI,Severe Weather - Thunderstorms,,138000
49,2013,6.0,2013-06-28 18:02:00,2013-06-28 20:46:00,164.0,Southern California Edison Co,WECC,"Los Angeles and Orange Counties, CA",Equipment Failure,240,65255
50,2013,7.0,2013-07-02 14:20:00,2013-07-05 15:30:00,4390.0,Western Electricity Coordinating Council,WECC,"Alberta, Canada",Load Shed 100+MW,200,
51,2013,7.0,2013-07-03 12:04:00,2013-07-03 12:48:00,44.0,Puerto Rico Electric Power Authority,,System-wide Puerto Rico,Voltage Reduction; Line and Generator Trip,480,393000
52,2013,7.0,2013-07-10 17:30:00,2013-07-11 20:00:00,1590.0,American Electric Power,RFC,AEP OH Power Footprint,Severe Weather - Thunderstorms,,122314
53,2013,7.0,2013-07-17 15:30:00,2013-07-19 06:45:00,2355.0,Long Island Power Authority,NPCC,"Holtsville, NY",Fuel Supply Emergency (Natural Gas),417,
54,2013,7.0,2013-07-18 11:30:00,2013-07-19 17:30:00,1800.0,Niagara Mohawk Power Corp.,NPCC,Upstate NY,Public Appeal - Heatwave,,
55,2013,7.0,2013-07-18 23:45:00,2013-07-19 10:05:00,620.0,San Diego Gas & Electric Co,WECC,Southern Orange County CA,Equipment Failure,200,123000
56,2013,7.0,2013-07-19 18:00:00,2013-07-20 09:00:00,900.0,Detroit Edison Co,RFC,MI,Severe Weather - Thunderstorms,,156627
57,2013,7.0,2013-07-19 22:30:00,2013-07-21 20:00:00,2730.0,Niagara Mohawk Power Corporation (dba National Grid),NPCC,NY,Severe Weather - Thunderstorms,,74300
58,2013,7.0,2013-07-23 23:38:00,2013-07-25 04:30:00,1732.0,American Electric Power,SPP,"Tulsa, OK",Severe Weather - Thunderstorms,500,92748
59,2013,8.0,2013-08-01 18:54:00,2013-08-01 19:37:00,43.0,WECC RC Vancouver,WECC,Western British Columbia,Electrical System Separation (Islanding,420,
60,2013,8.0,2013-08-01 23:19:00,2013-08-02 00:49:00,90.0,Florida Power & Light Co,FRCC,Daytona Beach FL,Load Shed 200+ MW,297,104498
61,2013,8.0,2013-08-05 18:35:00,2013-08-05 18:45:00,10.0,WECC RC Vancouver,WECC,"Alberta, Canada",Electrical System Separation (Islanding); Severe Weather,,
62,2013,8.0,2013-08-07 00:15:00,2013-08-07 21:27:00,1272.0,We Energies,MRO,Eastern Central WI,Severe Weather - Thunderstorms,220,51160
63,2013,8.0,2013-08-07 07:30:00,2013-08-07 09:14:00,104.0,Wisconsin Public Service Corp,MRO,WI,Fuel Supply Emergency (Natural Gas & Fuel Oil),,
64,2013,8.0,2013-08-16 16:58:00,2013-08-17 23:58:00,1860.0,CenterPoint Energy,TRE,Houston Service Area TX,Severe Weather - Thunderstorms,,219681
65,2013,8.0,2013-08-19 19:06:00,2013-08-20 06:02:00,656.0,Southern California Edison Co,WECC,Central CA,Severe Weather - Lightning Strike,685,124000
66,2013,8.0,2013-08-29 14:57:00,2013-08-29 15:29:00,32.0,Xcel Energy,MRO,"Ashland, WI",Electrical System Separation (Islanding); Severe Weather,15,7000
67,2013,8.0,2013-08-30 19:30:00,2013-08-31 01:30:00,360.0,Exelon Corporation/ComEd,RFC,Entire ComEd territory IL,Severe Weather - Thunderstorms,,157000
68,2013,9.0,2013-09-10 17:42:00,2013-09-11 00:02:00,380.0,PJM Interconnection,RFC,"Erie, PA",Load Shed of 100+ MW,105,
69,2013,9.0,2013-09-11 16:00:00,2013-09-15 16:00:00,5760.0,Detroit Edison Co,RFC,Southeastern MI,Severe Weather - Thunderstorms,400,75000
70,2013,10.0,2013-10-21 05:18:00,2013-10-21 05:33:00,15.0,Pacific Gas & Electric Co,WECC,Location Unknown,Electrical System Separation (Islanding),115,433
71,2013,10.0,2013-10-27 04:27:00,2013-10-27 22:27:00,1080.0,CenterPoint Energy,TRE,"Houston, TX",Severe Weather - Hail Storm,,171117
72,2013,11.0,2013-11-02 00:00:00,2013-11-04 06:00:00,3240.0,Puget Sound Energy,WECC,"King, Whatcom, and Skagit, WA",Severe Weather - Heavy Winds,,105000
73,2013,11.0,2013-11-12 09:14:00,2013-11-12 10:30:00,76.0,"Farmers' Electric Coop, Inc",SPP,Eastern Central NM,Loss of Power from Wholesale Provider; Major Distribution Disruption,,
74,2013,11.0,2013-11-12 14:04:00,2013-11-12 14:05:00,1.0,Pacific Gas & Electric Co,WECC,"Valle, CA",Electrical System Separation (Islanding),55,48400
75,2013,11.0,2013-11-17 07:00:00,2013-11-20 18:54:00,5034.0,Detroit Edison Co,RFC,MI,Severe Weather - Ice and Snow Storm,,325325
76,2013,11.0,2013-11-17 12:35:00,2013-11-17 13:40:00,65.0,City of Rochelle,RFC,"Rochelle, IN",System-wide voltage reductions of 3 percent or more,38,7500
77,2013,11.0,2013-11-17 12:35:00,2013-11-20 11:00:00,4225.0,Ameren Missouri,SERC,"Central MO, Central IL",Severe Weather - Tornadoes,,200000
78,2013,11.0,2013-11-17 13:06:00,2013-11-20 13:06:00,4320.0,Northern Indiana Public Service Company,RFC,North Central IN,Severe Weather - Thunderstorms,,75065
79,2013,11.0,2013-11-17 14:31:00,2013-11-17 22:30:00,479.0,Commonwealth Edison Co,RFC,Entire ComEd Territory IL,Severe Weather - Thunderstorms,,190000
80,2013,11.0,2013-11-17 16:19:00,2013-11-18 18:00:00,1541.0,American Electric Power,RFC,"IN, MI",Severe Weather - Thunderstorms,,77346
81,2013,11.0,2013-11-17 16:45:00,2013-11-21 16:45:00,5760.0,Consumers Energy Co,RFC,Entire Lower Peninsula MI,Severe Weather - Thunderstorms,,50000
82,2013,11.0,2013-11-17 16:47:00,2013-11-20 11:59:00,4032.0,Duke Energy Indiana Inc,RFC,Central IN,Severe Weather - Tornadoes,535,61705
83,2013,11.0,2013-11-17 16:47:00,2013-11-20 16:47:00,4320.0,Duke Energy Midwest,RFC,Central IN,Severe Weather - Thunderstorms,,61705
84,2013,11.0,2013-11-21 19:45:00,2013-11-22 03:20:00,455.0,Pacific Gas & Electric Co,WECC,Northern CA,Severe Weather - Wind Storm,150,89500
85,2013,12.0,2013-12-04 05:00:00,2013-12-04 16:17:00,677.0,WECC - Loveland,WECC,"ID Falls Area ID, UT-ID Border UT",Load Shed 100+ MW,150,
86,2013,12.0,2013-12-06 01:51:00,2013-12-11 12:00:00,7809.0,Oncor Electric Delivery Company LLC,TRE,"Greater Houston, TX",Severe Weather - Ice/Snow,,881000
87,2013,12.0,2013-12-09 06:54:00,2013-12-09 14:22:00,448.0,Dominion Virginia Power,SERC,VA Service Territory,Severe Weather - Ice/Snow,293,88000
88,2013,12.0,2013-12-13 11:00:00,2013-12-27 11:00:00,20160.0,Texas Municipal Power Agency,TE,TX,Fuel Supply Emergencies (Coal),,
89,2013,12.0,2013-12-13 11:00:00,2013-12-27 11:00:00,20160.0,City of Garland,TRE,TX,Fuel Supply Emergencies (Coal),,
90,2013,12.0,2013-12-22 03:28:00,2013-12-28 23:45:00,9857.0,Consumers Energy Co,RFC,"Southern Lower Penninsula, MI",Severe Weather - Ice/Snow,,50000
91,2013,12.0,2013-12-22 06:16:00,2013-12-24 23:59:00,3943.0,Niagara Mohawk Power Corp.,NPCC,Frontier/Genesee/Northern NY,Severe Weather - Ice/Snow,,59000
92,2013,12.0,2013-12-22 06:30:00,2013-12-25 05:12:00,4242.0,Detroit Edison Co,RFC,MI,Severe Weather - Ice/Snow,350,140735
93,2013,12.0,2013-12-23 15:20:00,2013-12-25 11:32:00,2652.0,Central Maine Power Co,NPCC,Central ME ME,Severe Weather - Ice/Snow,,52500
94,2014,1.0,2014-01-06 07:01:00,2014-01-07 09:00:00,1559.0,ERCOT,TRE,TX,Public Appeal due to Severe Weather - Cold,,
95,2014,1.0,2014-01-06 19:50:00,2014-01-06 20:44:00,54.0,PPL Electric Utilities Corp,RFC,PA,Voltage Reduction due to Severe Weather - Cold,,
96,2014,1.0,2014-01-06 19:50:00,2014-01-06 20:44:00,54.0,PJM Interconnection,RFC,Unknown,Voltage Reduction due to Severe Weather - Cold,,
97,2014,1.0,2014-01-06 19:50:00,2014-01-06 20:44:00,54.0,Potomac Electric Power Co,RFC,DC,Voltage Reduction due to Severe Weather - Cold,,
98,2014,1.0,2014-01-06 19:50:00,2014-01-06 20:49:00,59.0,"UGI Utilities, Inc",RFC,PA,Voltage Reduction due to Severe Weather - Cold,200,62000
99,2014,1.0,2014-01-06 19:52:00,2014-01-06 20:45:00,53.0,Delmarva Power & Light Company,RFC,DE,Voltage Reduction due to Severe Weather - Cold,,
100,2014,1.0,2014-01-06 20:45:00,2014-01-07 21:00:00,1455.0,PJM Interconnection,RFC,Unknown,Public Appeal due to Severe Weather - Cold,,
101,2014,1.0,2014-01-06 22:00:00,2014-01-06 22:01:00,1.0,Louisville Gas & Electric Co,RFC,KY,Public Appeal due to Severe Weather - Cold,,
102,2014,1.0,2014-01-07 06:00:00,2014-01-07 08:30:00,150.0,Memphis Light Gas and Water Division,SERC,TN,Public Appeal due to Severe Weather - Cold,,
103,2014,1.0,2014-01-07 06:00:00,2014-01-07 08:30:00,150.0,Tennessee Valley Authority,SERC,Northeast TN,Public Appeal due to Severe Weather - Cold,,
104,2014,1.0,2014-01-07 07:58:00,2014-01-07 11:00:00,182.0,Duke Energy Progress,SERC,NC,Voltage Reduction; Public Appeal due to Severe Weather - Cold,14435,
105,2014,1.0,2014-01-07 09:30:00,2014-01-08 09:30:00,1440.0,Duke Energy Carolinas,SERC,"Piedmont NC, Piedmont SC",Fuel Supply Emergency due to Severe Weather - Cold,,
106,2014,1.0,2014-01-07 10:59:00,2014-01-09 09:00:00,2761.0,"Prairie Power, Inc.",RFC,IL,Fuel Supply Emergency - Natural Gas,,
107,2014,1.0,2014-01-07 16:15:00,2014-01-08 13:20:00,1265.0,Duke Energy Progress,SERC,NC,Public Appeal due to Severe Weather - Cold,,
108,2014,1.0,2014-01-07 18:00:00,2014-01-07 23:00:00,300.0,South Carolina Electric and Gas,SERC,SC,Voltage Reduction; Public Appeal; Load Shed 100+MW due to Severe Weather - Cold,4853,677858
109,2014,1.0,2014-01-07 21:00:00,2014-01-08 09:00:00,720.0,PJM Interconnection,RFC,Unknown,Public Appeal due to Severe Weather - Cold,,
110,2014,1.0,2014-01-08 05:00:00,2014-01-08 06:30:00,90.0,American Electric Power,RFC,Unknown,Voltage Reduction due to Severe Weather - Cold,576,
111,2014,1.0,2014-01-08 06:00:00,2014-01-08 09:00:00,180.0,South Carolina Electric and Gas,SERC,SC,Voltage Reduction; Public Appeal; Load Shed 100+MW due to Severe Weather - Cold,4545,677858
112,2014,1.0,2014-01-17 10:30:00,2014-01-28 09:00:00,15750.0,"Prairie Power, Inc.",RFC,IL,Fuel Supply Emergency - Natural Gas,,
113,2014,1.0,2014-01-18 09:00:00,2014-01-18 09:45:00,45.0,ERCOT,TRE,TX,Public Appeal to Reduce Electricity Usage,,
114,2014,1.0,2014-01-18 17:39:00,,,First Energy Solutions Corp.,RFC,Unknown,Electrical System Islanding,,
115,2014,1.0,2014-01-23 04:00:00,2014-01-24 12:00:00,1920.0,Memphis Light Gas and Water Division,SERC,TN,Public Appeal due to Severe Weather - Cold,,
116,2014,1.0,2014-01-23 13:04:00,2014-01-24 09:00:00,1196.0,PJM Interconnection,RFC,MD,Public Appeal due to Severe Weather - Cold,,
117,2014,1.0,2014-01-23 16:00:00,2014-01-24 12:00:00,1200.0,Tennessee Valley Authority,SERC,TN,Public Appeal due to Severe Weather - Cold,,
118,2014,1.0,2014-01-24 00:00:00,,,We Energies,RFC,WI,Fuel Supply Emergency - Coal,,
119,2014,1.0,2014-01-27 14:20:00,2014-01-28 21:00:00,1840.0,PJM Interconnection,RFC,MD,Public Appeal due to Severe Weather - Cold,,
120,2014,2.0,2014-02-05 00:00:00,2014-02-09 18:00:00,6840.0,FirstEnergy Corp: Potomac Edison,RFC,"MD, WV",Severe Weather - Snow/Ice,,101580
121,2014,2.0,2014-02-05 01:00:00,2014-02-09 20:40:00,6940.0,FirstEnergy Corp: Met-Ed,RFC,PA,Severe Weather - Snow/Ice,,144000
122,2014,2.0,2014-02-05 05:00:00,2014-02-05 05:01:00,1.0,Exelon Corporation/PECO,RFC,PA,Severe Weather - Snow/Ice,,715000
123,2014,2.0,2014-02-05 07:00:00,2014-02-23 07:00:00,25920.0,Upstate New York Power Producers,NPCC,NY,Fuel Supply Emergency - Coal,300,
124,2014,2.0,2014-02-05 07:35:00,2014-02-07 04:03:00,2668.0,PPL Electric Utilities Corp,RFC,"Lancaster Region, PA",Severe Weather - Snow/Ice,,62159
125,2014,2.0,2014-02-05 08:05:00,2014-02-05 08:06:00,1.0,Baltimore Gas & Electric Company,RFC,"Baltimore, MD",Severe Weather - Ice,800,181000
126,2014,2.0,2014-02-06 13:00:00,2014-02-06 22:00:00,540.0,California ISO,WECC,CA,Fuel Supply Emergency - Natural Gas,4000,
127,2014,2.0,2014-02-06 13:05:00,2014-02-06 19:15:00,370.0,Pacific Gas & Electric Co,WECC,Northern CA,Fuel Supply Emergency - Natural Gas,160,
128,2014,2.0,2014-02-06 13:58:00,2014-02-06 20:40:00,402.0,American Electric Power,TRE,Rio Grande Valley TX,Public Appeal to Reduce Electricity Usage,,
129,2014,2.0,2014-02-06 14:15:00,2014-02-06 19:39:00,324.0,Southern California Edison,WECC,CA,Fuel Supply Emergency - Natural Gas,611,
130,2014,2.0,2014-02-06 15:35:00,2014-02-07 11:30:00,1195.0,ERCOT,TRE,ERCOT Region TX,Public Appeal to Reduce Electricity Usage,,
131,2014,2.0,2014-02-07 07:00:00,2014-03-21 08:00:00,60540.0,"Somerset Operating Company, LLC",NPCC,Niagara County NY,Fuel Supply Emergency - Coal,675,
132,2014,2.0,2014-02-07 16:30:00,2014-02-08 09:00:00,990.0,ERCOT,TRE,ERCOT Region TX,Public Appeal to Reduce Electricity Usage,,
133,2014,2.0,2014-02-07 16:50:00,2014-02-07 20:30:00,220.0,American Electric Power,TRE,TX,Public Appeal to Reduce Electricity Usage,,
134,2014,2.0,2014-02-12 07:48:00,2014-02-15 04:30:00,4122.0,Southern Company,SERC,Northern/Northeastern GA,Severe Weather - Snow/Ice,1246,373835
135,2014,2.0,2014-02-12 11:03:00,2014-02-15 08:40:00,4177.0,South Carolina Electric and Gas,SERC,SC,Severe Weather - Snow/Ice,700,120124
136,2014,2.0,2014-02-12 12:10:00,2014-02-15 15:20:00,4510.0,Duke Energy Progress,SERC,NC,Severe Weather - Snow/Ice,,200000
137,2014,2.0,2014-02-20 16:40:00,2014-02-21 23:59:00,1879.0,Ameren Missouri,SERC,"MO, IL",Severe Weather - Snow/Ice,,66000
138,2014,2.0,2014-02-21 02:53:00,2014-02-21 21:00:00,1087.0,Southern Company,SERC,Northern/Northeastern GA,Severe Weather - Thunderstorms/High Winds,221,66445
139,2014,3.0,2014-03-02 19:00:00,2014-03-04 09:00:00,2280.0,ERCOT,TRE,ERCOT Region TX,Public Appeal due to Severe Weather - Cold,,
140,2014,3.0,2014-03-03 01:48:00,2014-03-03 01:49:00,1.0,Public Utility District #1 of Chelan County (CHPD),WECC,"Mid-Columbia River Generation, WA",Fuel Supply Emergency - Hydro,630,
141,2014,3.0,2014-03-03 06:40:00,2014-03-03 15:28:00,528.0,Tennessee Valley Authority,SERC,TN,Severe Weather - Winter Storm,,65904
142,2014,3.0,2014-03-04 09:06:00,2014-03-17 09:06:00,18720.0,Wisconsin Public Service Corp,MRO,"Weston, WI",Fuel Supply Emergency - Coal,,
143,2014,3.0,2014-03-07 03:30:00,2014-03-07 21:00:00,1050.0,Duke Energy Carolinas,SERC,"Triad, NC",Severe Weather - Winter Storm,1500,370900
144,2014,3.0,2014-03-12 19:35:00,2014-03-13 12:00:00,985.0,Duke Energy Carolinas,SERC,NC,Severe Weather - High Winds,250,61377
145,2014,3.0,2014-03-26 13:37:00,2014-03-26 14:33:00,56.0,Peak Reliability,WECC,MT,Electrical System Separation (Islanding),,
146,2014,3.0,2014-03-31 15:41:00,2014-03-31 20:08:00,267.0,Puerto Rico Electric Power Authority,,Puerto Rico,System Wide Voltage Reduction,,
147,2014,4.0,2014-04-03 00:00:00,,,City of Garland / Texas Municipal Power Agency,TRE,TX,Fuel Supply Emergency - Coal,,
148,2014,4.0,2014-04-03 14:45:00,2014-04-09 11:53:00,8468.0,We Energies,MRO,WI,Fuel Supply Emergency - Coal,,
149,2014,4.0,2014-04-04 03:30:00,2014-04-04 08:15:00,285.0,"Entergy Services, Inc.",SERC,Central AR,Severe Weather - Wind,,57200
150,2014,4.0,2014-04-08 11:09:00,2014-04-08 11:20:00,11.0,Puerto Rico Electric Power Authority,,Puerto Rico,Voltage Reduction,,
151,2014,4.0,2014-04-12 18:15:00,2014-04-14 09:00:00,2325.0,Consumers Energy,RFC,Western and Central MI,Severe Weather - Thunderstorms,,50000
152,2014,4.0,2014-04-12 20:00:00,2014-04-15 19:30:00,4290.0,Detroit Edison Company,RFC,MI,Severe Weather,,164000
153,2014,4.0,2014-04-23 19:45:00,2014-04-23 20:37:00,52.0,MISO / Entergy Transmission,SERC,"Baton Rouge, LA",Load shedding of 100 Megawatts,163,28000
154,2014,4.0,2014-04-24 15:02:00,2014-04-24 17:13:00,131.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Separation (Islanding),,
155,2014,4.0,2014-04-27 09:15:00,,,Peak Reliability,WECC,"Alberta, Canada",Electrical System Separation (Islanding),9750,4000000
156,2014,4.0,2014-04-29 09:37:00,2014-05-01 09:00:00,2843.0,Tennessee Valley Authority,SERC,"Northeastern MS, Northern AL",Severe Weather - Thunderstorms,,57000
157,2014,4.0,2014-04-29 23:30:00,2014-04-29 12:30:00,-660.0,Southern Company,SERC,"MS, AL",Severe Weather - Thunderstorms,355,106648
158,2014,4.0,2014-04-30 03:50:00,2014-04-30 14:00:00,610.0,Southern Company,SERC,"AL, FL, GA",Severe Weather - Thunderstorms,296,89000
159,2014,5.0,2014-05-09 18:00:00,2014-05-11 13:00:00,2580.0,Vectren Energy Delivery of Indiana,RFC,IN,Severe Weather - Heavy Winds,,56000
160,2014,5.0,2014-05-14 15:34:00,,,San Diego Gas & Electric Company,WECC,"San Diego & Orange Counties, CA",Public Appeal to Reduce Electricity Usage - Wild Fires,,
161,2014,5.0,2014-05-15 10:43:00,,,San Diego Gas & Electric Co,WECC,"San Diego & Orange Counties, CA",Public Appeal to Reduce Electricity Usage - Wild Fires,3300,1400000
162,2014,5.0,2014-05-16 10:43:00,2014-05-16 21:00:00,617.0,San Diego Gas & Electric Co,WECC,"San Diego & Orange Counties, CA",Public Appeal to Reduce Electricity Usage - Wild Fires,3900,1400000
163,2014,5.0,2014-05-26 12:31:00,2014-05-26 13:18:00,47.0,Peak Reliability,WECC,"British Columbia & Alberta, Canada",Electrical System Separation (Islanding),,
164,2014,6.0,2014-06-03 15:32:00,2014-06-03 15:59:00,27.0,Peak Reliability,WECC,"Alberta, Canada",Electrical System Islanding,338,
165,2014,6.0,2014-06-05 03:00:00,2014-06-07 23:45:00,4125.0,Memphis Light Gas and Water Division,SERC,"Shelby County, TN",Severe Weather - Thunderstorms,494,38500
166,2014,6.0,2014-06-05 13:06:00,2014-06-05 13:07:00,1.0,Tennessee Valley Authority,SERC,West TN,Severe Weather - Thunderstorms,,56475
167,2014,6.0,2014-06-06 13:00:00,,,"Luminant Energy Company, LLC",ERCOT,TX,Fuel Supply Emergency - Coal,,
168,2014,6.0,2014-06-07 23:00:00,2014-06-08 05:30:00,390.0,Southern Company,SERC,"North and Central , AL",Severe Weather - Thunderstorms,217,65000
