,Year,Month,Start_Datetime,Restore_Datetime,Duration,Utility,NERC_Region,Area,Type,Loss_megawatts,Num_Customers_Affected
688,2020,6.0,2020-06-27 16:00:00,2020-06-28 02:27:00,627.0,Southern Company,SERC,AL: GA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",33480,78109
689,2020,6.0,2020-06-29 14:32:00,2020-06-29 16:35:00,123.0,Entergy - Transmission Operations Engineering,SPP RE,AR: Garland County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
690,2020,7.0,2020-07-01 19:26:00,2020-07-01 19:44:00,18.0,FirstEnergy Corp,RF,PA:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",32,2013
691,2020,7.0,2020-07-02 20:30:00,,,California Department of Water Resources,WECC,CA: Butte County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0
692,2020,7.0,2020-07-07 11:38:00,2020-07-07 18:24:00,406.0,Los Angeles Department of Water & Power,WECC,CA: Los Angeles County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
693,2020,7.0,2020-07-07 13:09:00,2020-07-08 08:17:00,1148.0,Public Service Company of Colorado,WECC,CO:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
694,2020,7.0,2020-07-07 19:17:00,2020-07-07 23:49:00,272.0,American Electric Power - (RFC Reliability Region),RF,WV: WY County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",,
695,2020,7.0,2020-07-08 18:45:00,,,California Department of Water Resources,WECC,CA:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0
696,2020,7.0,2020-07-11 04:55:00,,,California Department of Water Resources,WECC,CA:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0
697,2020,7.0,2020-07-11 21:30:00,,,"Southwest Power Pool, Inc.",SPP RE,OK:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,94700
698,2020,7.0,2020-07-11 23:30:00,2020-07-12 06:30:00,420.0,Oklahoma Gas & Electric Co,SPP RE,OK: AR:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,68000
699,2020,7.0,2020-07-12 04:30:00,2020-07-13 05:00:00,1470.0,Oncor Electric Delivery Company LLC,TRE,"TX: Collin County, Dallas County, Denton County, Rockwall County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,48000
700,2020,7.0,2020-07-19 10:30:00,,,Somerset Operating Company,NPCC,NY: Niagara County,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,675,
701,2020,7.0,2020-07-19 14:30:00,2020-07-21 18:48:00,3138.0,Detroit Edison Co,RF,MI:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,158500
702,2020,7.0,2020-07-22 11:30:00,2020-07-22 14:19:00,169.0,FirstEnergy Corp,RF,WV: Tucker County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
703,2020,7.0,2020-07-25 19:58:00,2020-07-27 19:00:00,2822.0,American Electric Power - Texas,TRE,"TX: Nueces County, Kleberg County, Cameron County, Willacy County, Hidalgo County, Starr County, Kenedy County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,201208
704,2020,7.0,2020-07-25 21:00:00,2020-07-26 16:00:00,1140.0,"Magic Valley Electric Cooperative, Inc.",TRE,"TX: Hidalgo County, Cameron County, Starr County, Kenedy County, Willacy County, Brooks County, Jim Hogg County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",125,84000
705,2020,7.0,2020-07-30 17:54:00,2020-07-30 20:18:00,144.0,Western Area Power Administration - Upper Great Plains Region,MRO,NE: Scotts Bluff County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
706,2020,8.0,2020-08-01 11:14:00,2020-08-10 21:26:00,13572.0,American Electric Power - Texas,TRE,"TX: Cameron County, Willacy County, Hidalgo County, Starr County;",Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
707,2020,8.0,2020-08-02 19:43:00,2020-08-02 22:27:00,164.0,MidAmerican Energy Co,SERC,IL: Rock Island County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
708,2020,8.0,2020-08-03 23:15:00,2020-08-06 07:00:00,3345.0,Duke Energy Progress,SERC,NC: SC:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,340000
709,2020,8.0,2020-08-04 04:41:00,2020-08-05 16:26:00,2145.0,Dominion Energy VA,SERC,VA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,508000
710,2020,8.0,2020-08-04 06:01:00,2020-08-06 15:30:00,3449.0,North Carolina El Member Corp,SERC,"NC: Brunswick County, Columbus County, Pender County, Duplin County, Onslow County, Jones County, Craven County, Jones County, Beaufort County, Bertie County, Chowan County, Gates County, Perquimans County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",311,125987
711,2020,8.0,2020-08-04 09:00:00,2020-08-05 18:00:00,1980.0,Delmarva Power & Light Company,RF,DE:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,100000
712,2020,8.0,2020-08-04 10:30:00,,,Atlantic City Electric Co,RF,NJ:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,70000
713,2020,8.0,2020-08-04 11:20:00,2020-08-07 10:55:00,4295.0,Public Service Electric & Gas,RF,NJ:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",60,75000
714,2020,8.0,2020-08-04 12:00:00,,,Exelon Corporation/PECO,RF,"PA: Bucks County, Chester County, DE County, Montgomery County, Philadelphia County, York County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,137103
715,2020,8.0,2020-08-04 12:00:00,2020-08-07 06:00:00,3960.0,"Orange and Rockland Utilities, Inc.",NPCC,"NY: Rockland County, Orange County, Sullivan County; NJ: Bergen County, Passaic County, Sussex County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,160000
716,2020,8.0,2020-08-04 12:18:00,2020-08-08 17:31:00,6073.0,Jersey Central Power & Lt Co,RF,NJ:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,788000
717,2020,8.0,2020-08-04 13:00:00,2020-08-04 23:59:00,659.0,Long Island Power Authority,NPCC,"NY: Nassau County, Suffolk County, Queens County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3907,420000
718,2020,8.0,2020-08-04 13:31:00,,,"Consolidated Edison of New York, Inc.",NPCC,"NY: Bronx County, Richmond County, Queens County, Kings County, Westchester County, NY County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,271119
719,2020,8.0,2020-08-04 14:00:00,2020-08-08 12:00:00,5640.0,Central Hudson Gas & Elec Corp,NPCC,"NY: Dutchess County, Orange County, Ulster County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,116818
720,2020,8.0,2020-08-04 14:35:00,,,Avangrid/NYSEG,NPCC,NY:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,76120
721,2020,8.0,2020-08-04 14:35:00,2020-08-10 11:00:00,8425.0,New York State Electric & Gas,NPCC,NY: Broome County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,76120
722,2020,8.0,2020-08-04 15:15:00,2020-08-07 10:27:00,4032.0,ISO New England,NPCC,CT: MA: NH: ME: RI: VT:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",2000,1188247
723,2020,8.0,2020-08-05 17:58:00,2020-08-05 20:53:00,175.0,Entergy - Transmission Operations Engineering,TRE,TX: Orange County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",89,19785
724,2020,8.0,2020-08-07 05:13:00,,,"Consolidated Edison of New York, Inc.",NPCC,"NY: Queens County, NY County;",Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.-Severe Weather,500,187068
725,2020,8.0,2020-08-10 10:00:00,,,MidAmerican Energy Co,MRO,"IA: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; IL: Rock Island County, Henry County, Mercer County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",950,300000
726,2020,8.0,2020-08-10 11:00:00,2020-08-10 16:00:00,300.0,Central Iowa Power Cooperative,MRO,"IA: Webster County, Greene County, Dallas County, Hamilton County, Boone County, Polk County, Hardin County, Story County, Jasper County, Grundy County, Marshall County, Tama County, Poweshiek County, Benton County, IA County, Linn County, Johnson County, Jones County, Cedar County, Muscatine County, Jackson County, Clinton County, Scott County;","Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.-Severe Weather",550,
727,2020,8.0,2020-08-10 12:38:00,,,Alliant Energy,MRO,IA:,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.-Severe Weather,1400,250000
728,2020,8.0,2020-08-10 14:30:00,,,ComEd,SERC,"IL: Cook County, Will County, DuPage County, Lake County, Kane County, Grundy County, LaSalle County, DeKalb County, McHenry County, Lee County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,856000
729,2020,8.0,2020-08-10 16:00:00,2020-08-13 15:00:00,4260.0,Ameren Illinois Company,SERC,IL: MO:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,135000
730,2020,8.0,2020-08-10 22:39:00,2020-08-13 15:48:00,3909.0,Northern Indiana Pub Serv Co,RF,IN:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,95300
731,2020,8.0,2020-08-13 13:51:00,2020-08-13 16:27:00,156.0,El Paso Electric,TRE,TX: El Paso County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-System Operations,218,57060
732,2020,8.0,2020-08-14 16:39:00,2020-08-14 17:42:00,63.0,Entergy - Transmission Operations Engineering,SERC,LA: St. Charles Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",101,12671
733,2020,8.0,2020-08-14 17:15:00,2020-08-15 21:00:00,1665.0,California ISO,WECC,CA:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,1120,
734,2020,8.0,2020-08-14 18:36:00,2020-08-14 20:42:00,126.0,Pacific Gas & Electric Co,WECC,CA:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-System Operations,560,220000
735,2020,8.0,2020-08-14 18:45:00,2020-08-14 21:12:00,147.0,Southern California Edison Co,WECC,"CA: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-System Operations,1419,132000
736,2020,8.0,2020-08-14 20:00:00,2020-08-16 17:00:00,2700.0,Northern States Power Co,MRO,"MN: Anoka County, Hennepin County, Ramsey County, WA County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,60000
737,2020,8.0,2020-08-15 14:53:00,2020-08-15 20:00:00,307.0,California ISO,WECC,CA:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,795,
738,2020,8.0,2020-08-15 15:00:00,2020-08-15 19:45:00,285.0,Southern California Edison Co,WECC,"CA: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-System Operations,200,70000
739,2020,8.0,2020-08-15 18:25:00,2020-08-15 19:44:00,79.0,Pacific Gas & Electric Co,WECC,CA:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-System Operations,459,220000
740,2020,8.0,2020-08-16 03:44:00,2020-08-17 14:18:00,2074.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",409,124266
741,2020,8.0,2020-08-16 17:30:00,2020-08-16 19:10:00,100.0,California ISO,WECC,CA:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,712,
742,2020,8.0,2020-08-16 20:00:00,2020-08-18 21:00:00,2940.0,Oncor Electric Delivery Company LLC,TRE,"TX: Collin County, Dallas County, Denton County, Tarrant County, Ellis County, Kaufman County, Johnson County, Anderson County, Angelina County, Grayson County, Smith County, Wichita County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,300000
743,2020,8.0,2020-08-17 08:21:00,2020-08-17 09:01:00,40.0,Pacific Gas & Electric Co,WECC,CA: Yuba County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,2,2
744,2020,8.0,2020-08-17 15:05:00,2020-08-17 21:24:00,379.0,California ISO,WECC,CA:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,829,
745,2020,8.0,2020-08-18 13:30:00,2020-08-18 20:30:00,420.0,California ISO,WECC,CA:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,917,
746,2020,8.0,2020-08-18 14:00:00,2020-08-18 21:00:00,420.0,NV Energy,WECC,NV:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,7800,1400000
747,2020,8.0,2020-08-18 14:30:00,,,Arizona Public Service Co,WECC,AZ:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,0,
748,2020,8.0,2020-08-18 14:44:00,2020-08-18 15:14:00,30.0,Oncor Electric Delivery Company LLC,TRE,"TX: Culberson County, Reeves County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",205,238
749,2020,8.0,2020-08-19 01:27:00,2020-08-19 03:03:00,96.0,FirstEnergy Corp,RF,OH: Trumbull County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",22,16107
750,2020,8.0,2020-08-19 12:00:00,2020-08-19 21:00:00,540.0,City of Redding,WECC,CA:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
751,2020,8.0,2020-08-19 14:00:00,2020-08-19 21:00:00,420.0,NV Energy,WECC,NV:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,7500,1400000
752,2020,8.0,2020-08-19 14:00:00,2020-08-19 21:00:00,420.0,Salt River Project,WECC,AZ: Maricopa County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,1200,0
753,2020,8.0,2020-08-20 15:29:00,2020-08-20 15:39:00,10.0,Nebraska Public Power District,MRO,NE: Custer County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",60,
754,2020,8.0,2020-08-23 10:30:00,,,Southwestern Public Service,TRE,"TX panhandle, SE NM",Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
755,2020,8.0,2020-08-27 01:15:00,,,Entergy Corp,TRE,TX: LA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,615992
756,2020,8.0,2020-08-27 03:14:00,,,Cleco Power LLC,SERC,"LA: Calcasieu Parish, Beauregard Parish, Iberia Parish, Acadia Parish, Evangeline Parish, Rapides Parish, St. Landry Parish, Vernon Parish;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,
757,2020,8.0,2020-08-27 05:00:00,2020-09-03 12:00:00,10500.0,Louisiana Generating LLC,SERC,LA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,50000
758,2020,8.0,2020-08-27 07:00:00,2020-08-30 19:00:00,5040.0,City of Alexandria,SERC,LA: Rapides Parish;,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.-Severe Weather,48,
759,2020,8.0,2020-08-27 07:40:00,2020-08-31 03:33:00,5513.0,American Electric Power - (SPP Reliability Region),SERC,LA: TX:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,47927
760,2020,8.0,2020-08-27 07:40:00,2020-08-31 07:40:00,5760.0,"Southwest Power Pool, Inc.",SERC,LA: TX:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,130000
761,2020,8.0,2020-08-27 12:02:00,2020-08-27 22:54:00,652.0,MISO,TRE,TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,573,
762,2020,8.0,2020-08-27 12:06:00,,,Entergy Transmission Control Center - North,TRE,TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,350,
763,2020,8.0,2020-08-27 12:06:00,2020-08-27 22:49:00,643.0,Entergy - Transmission Operations Engineering,TRE,TX:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,581,
764,2020,8.0,2020-08-27 12:44:00,2020-08-27 23:00:00,616.0,"Entergy Services, Inc.",TRE,TX:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,
765,2020,8.0,2020-08-27 13:24:00,,,Entergy Transmission Control Center - South,TRE,"TX: Montgomery County, Liberty County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,208,
766,2020,8.0,2020-08-27 17:11:00,2020-08-28 10:00:00,1009.0,ISO New England,NPCC,CT: MA: NH: ME: RI: VT:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",100,60687
767,2020,8.0,2020-08-28 16:27:00,2020-08-28 19:26:00,179.0,Bonneville Power Administration,WECC,WA: OR:,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.-Severe Weather",0,0
768,2020,9.0,2020-09-03 13:46:00,2020-09-03 22:47:00,541.0,Snohomish County PUD No 1,WECC,WA:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",,
769,2020,9.0,2020-09-05 17:20:00,2020-09-05 20:37:00,197.0,California ISO,WECC,CA:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,986,
770,2020,9.0,2020-09-05 17:25:00,2020-09-05 20:55:00,210.0,Imperial Irrigation District,WECC,CA: Imperial County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,100,20000
771,2020,9.0,2020-09-06 16:00:00,2020-09-06 21:00:00,300.0,NV Energy,WECC,NV:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,8180,1400000
772,2020,9.0,2020-09-06 16:30:00,2020-09-06 21:05:00,275.0,California ISO,WECC,CA:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-System Operations,1071,
773,2020,9.0,2020-09-06 17:00:00,2020-09-07 03:00:00,600.0,Los Angeles Department of Water & Power,WECC,CA: Los Angeles County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,72000
774,2020,9.0,2020-09-06 17:36:00,2020-09-06 19:27:00,111.0,Bonneville Power Administration,WECC,WA: OR: CA:,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.-System Operations",0,0
775,2020,9.0,2020-09-07 09:13:00,2020-09-08 06:00:00,1247.0,Public Utility District No 1 of Okanogan County,WECC,WA:,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.-Natural Disaster,80,21000
776,2020,9.0,2020-09-07 18:00:00,2020-09-08 18:00:00,1440.0,Puget Sound Energy,WECC,"WA: Kitsap County, King County, Pierce County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,71500
777,2020,9.0,2020-09-07 19:05:00,2020-09-08 22:00:00,1615.0,Portland General Electric Co,WECC,"OR: Multnomah County, WA County, Clackamas County, Marion County, Yamhill County, Polk County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",2859,103000
778,2020,9.0,2020-09-07 22:40:00,2020-09-09 17:24:00,2564.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Transmission Interruption",610,172000
779,2020,9.0,2020-09-09 11:22:00,2020-09-09 13:04:00,102.0,Idaho Power Company,WECC,ID:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Natural Disaster",0,0
780,2020,9.0,2020-09-15 22:00:00,2020-09-20 15:00:00,6780.0,Southern Company,SERC,AL: FL: GA: MS:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",236,34096
781,2020,9.0,2020-09-16 03:00:00,2020-09-21 08:00:00,7500.0,PowerSouth Energy Cooperative,SERC,AL: Baldwin County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",0,77600
782,2020,9.0,2020-09-22 10:02:00,2020-09-22 12:58:00,176.0,Pacific Gas & Electric Co,WECC,CA:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-System Operations,8,4350
783,2020,9.0,2020-09-27 18:27:00,2020-09-28 15:17:00,1250.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Natural Disaster",337,102267
784,2020,9.0,2020-09-30 05:55:00,2020-09-30 23:30:00,1055.0,ISO New England,NPCC,CT: ME: RI: MA: NH: VT:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,155000
785,2020,10.0,2020-10-07 13:45:00,2020-10-07 13:59:00,14.0,Entergy - Transmission Operations Engineering,SERC,LA: Orleans Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",183,39089
786,2020,10.0,2020-10-07 16:00:00,,,Niagara Mohawk Power Corporation (dba National Grid),NPCC,NY: Onondaga County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,7500
787,2020,10.0,2020-10-07 18:50:00,2020-10-09 15:00:00,2650.0,ISO New England,NPCC,CT: MA: ME: NH: RI: VT:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,186600
788,2020,10.0,2020-10-09 10:44:00,2020-10-09 22:25:00,701.0,Public Service Company of Colorado,WECC,CO:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
789,2020,10.0,2020-10-09 17:30:00,2020-10-10 18:00:00,1470.0,Entergy Corp,SERC,LA: TX: AR: MS:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,477966
790,2020,10.0,2020-10-09 19:50:00,2020-10-11 15:09:00,2599.0,Cleco Power LLC,SERC,"LA: Acadia Parish, Beauregard Parish, Calcasieu Parish, Evangeline Parish, Iberia Parish, Rapides Parish, Vernon Parish, Avoyelles Parish, Grant Parish, Natchitoches Parish, St. Landry Parish, St. Mary Parish, St. Tammany Parish;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,132200
791,2020,10.0,2020-10-09 20:00:00,2020-10-10 06:00:00,600.0,Lafayette Public Power Auth,SERC,LA: Lafayette Parish;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,50000
792,2020,10.0,2020-10-09 20:00:00,2020-10-15 07:00:00,7860.0,Louisiana Generating LLC,SERC,LA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,50000
793,2020,10.0,2020-10-10 23:10:00,2020-10-10 23:15:00,5.0,Bonneville Power Administration,WECC,WA: OR:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
794,2020,10.0,2020-10-12 04:06:00,2020-10-12 04:07:00,1.0,Duke Energy Florida,FRCC,FL: Polk County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
795,2020,10.0,2020-10-13 13:14:00,2020-10-14 14:00:00,1486.0,Puget Sound Energy,WECC,"WA: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,76000
796,2020,10.0,2020-10-14 18:26:00,2020-10-15 13:11:00,1125.0,American Electric Power - Texas,TRE,TX: Pecos County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",18,
797,2020,10.0,2020-10-20 18:48:00,2020-10-20 18:49:00,1.0,GridLiance Holdco NCR11783,SERC,IL: Massac County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0
798,2020,10.0,2020-10-23 15:42:00,2020-10-23 23:11:00,449.0,Duke Energy Midwest,RF,OH:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",,
799,2020,10.0,2020-10-23 15:46:00,2020-10-23 23:03:00,437.0,CenterPoint Energy,TRE,TX: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,55506
800,2020,10.0,2020-10-24 20:13:00,2020-10-24 22:52:00,159.0,Northern States Power Co,MRO,MN: Hennepin County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",1,4
801,2020,10.0,2020-10-25 14:32:00,2020-10-27 18:00:00,3088.0,Pacific Gas & Electric Co,WECC,CA:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",1218,370000
802,2020,10.0,2020-10-26 09:28:00,2020-10-26 12:20:00,172.0,Public Service Company of Colorado,WECC,CO:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",75,13000
803,2020,10.0,2020-10-26 11:24:00,2020-10-27 16:43:00,1759.0,Southern California Edison Co,WECC,"CA: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,136833
